Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,FamilySize,IsAlone,FarePerPerson,AgeGroup,FareGroup
0,3,1,32.368090452261306,0,0,8.05,2,11,1,1,8.05,0,1
0,3,1,2.0,4,1,29.125,1,7,6,0,4.854166666666667,1,0
0,3,1,32.368090452261306,0,0,8.05,2,11,1,1,8.05,0,1
0,1,1,64.0,1,4,263.0,2,11,6,0,43.833333333333336,2,4
0,3,1,7.0,4,1,29.125,1,7,6,0,4.854166666666667,1,0
0,3,1,32.368090452261306,0,0,8.05,2,11,1,1,8.05,0,1
1,3,0,21.773972602739725,0,0,7.75,1,8,1,1,7.75,3,1
1,1,1,32.368090452261306,0,0,30.0,2,11,1,1,30.0,0,0
1,2,0,32.5,0,0,13.0,2,8,1,1,13.0,0,2
0,3,0,18.0,1,0,17.8,2,12,2,0,8.9,1,2
1,3,0,21.773972602739725,0,0,7.75,1,8,1,1,7.75,3,1
0,1,1,54.0,0,1,77.2875,2,11,2,0,38.64375,2,3
0,2,1,30.0,0,0,13.0,2,11,1,1,13.0,3,2
1,3,0,16.0,0,0,7.7333,1,8,1,1,7.7333,1,1
0,2,1,31.0,1,1,37.0042,0,11,3,0,12.334733333333332,0,3
0,2,1,21.0,0,0,73.5,2,11,1,1,73.5,3,3
0,3,1,29.0,0,0,7.775,2,11,1,1,7.775,3,1
1,1,0,17.0,1,0,108.9,0,12,2,0,54.45,1,4
1,1,0,24.0,0,0,69.3,0,9,1,1,69.3,3,3
0,2,1,18.0,0,0,13.0,2,11,1,1,13.0,1,2
1,2,0,34.0,0,0,10.5,2,12,1,1,10.5,0,2
0,3,1,16.0,0,0,9.5,2,11,1,1,9.5,1,1
0,2,1,27.0,0,0,13.0,2,14,1,1,13.0,3,2
0,2,1,16.0,0,0,26.0,2,11,1,1,26.0,1,0
1,1,0,56.0,0,1,83.1583,0,12,2,0,41.57915,2,3
1,1,0,35.898148148148145,1,0,133.65,2,12,2,0,66.825,0,4
0,2,1,18.0,0,0,11.5,2,11,1,1,11.5,1,2
0,3,1,28.0,0,0,7.8958,2,11,1,1,7.8958,3,1
1,1,0,36.0,0,2,71.0,2,8,3,0,23.666666666666668,0,3
1,3,1,32.0,0,0,56.4958,2,11,1,1,56.4958,0,3
1,1,0,45.0,1,1,164.8667,2,12,3,0,54.95556666666667,0,4
1,1,0,33.0,1,0,53.1,2,12,2,0,26.55,0,3
1,1,0,41.0,0,0,134.5,0,8,1,1,134.5,0,4
1,1,0,48.0,1,0,39.6,0,5,2,0,19.8,0,3
0,3,1,32.368090452261306,0,0,8.05,2,11,1,1,8.05,0,1
0,2,1,29.0,1,0,21.0,2,11,2,0,10.5,3,0
0,3,1,16.0,0,0,9.2167,2,11,1,1,9.2167,1,1
1,1,0,21.0,2,2,262.375,0,8,5,0,52.475,3,4
0,2,1,50.0,0,0,13.0,2,11,1,1,13.0,0,2
1,3,0,21.773972602739725,0,0,7.75,1,8,1,1,7.75,3,1
1,3,0,19.0,0,0,7.8792,1,8,1,1,7.8792,3,1
0,3,1,2.0,3,1,21.075,2,7,5,0,4.215,1,0
1,3,0,21.773972602739725,0,0,7.8792,1,8,1,1,7.8792,3,1
1,1,0,54.0,1,0,78.2667,0,8,2,0,39.13335,2,3
0,3,0,25.0,0,0,7.775,2,8,1,1,7.775,3,1
0,3,1,21.0,0,0,7.8542,2,11,1,1,7.8542,3,1
1,1,0,52.0,1,0,78.2667,0,12,2,0,39.13335,2,3
1,1,0,35.0,1,0,52.0,2,12,2,0,26.0,0,3
0,3,1,42.0,0,0,8.6625,2,11,1,1,8.6625,0,1
1,3,1,24.0,0,0,7.1417,2,11,1,1,7.1417,3,1
0,1,1,29.0,1,0,66.6,2,11,2,0,33.3,3,3
0,3,0,45.0,0,1,14.4542,0,12,2,0,7.2271,0,2
0,3,1,32.368090452261306,0,0,7.8958,2,11,1,1,7.8958,0,1
1,1,0,22.0,0,1,55.0,2,8,2,0,27.5,3,3
0,3,0,37.0,0,0,9.5875,2,8,1,1,9.5875,0,1
0,2,1,18.0,0,0,73.5,2,11,1,1,73.5,1,3
1,2,0,30.0,3,0,21.0,2,12,4,0,5.25,3,0
1,1,1,35.0,0,0,26.2875,2,11,1,1,26.2875,0,0
0,3,1,18.0,1,1,7.8542,2,11,3,0,2.6180666666666665,1,1
0,2,1,59.0,0,0,13.5,2,11,1,1,13.5,2,2
0,3,0,21.773972602739725,3,1,25.4667,2,8,5,0,5.0933399999999995,3,0
0,2,1,30.0,0,0,13.0,2,11,1,1,13.0,3,2
0,3,1,32.368090452261306,0,0,7.775,2,11,1,1,7.775,0,1
0,3,1,28.0,0,0,7.8958,2,11,1,1,7.8958,3,1
1,1,0,16.0,0,1,57.9792,0,8,2,0,28.9896,1,3
0,3,1,33.0,0,0,8.6625,0,11,1,1,8.6625,0,1
0,3,1,36.0,0,0,7.8958,2,11,1,1,7.8958,0,1
1,2,0,23.0,0,0,13.7917,0,12,1,1,13.7917,3,2
0,3,1,32.368090452261306,1,0,15.5,1,11,2,0,7.75,0,2
0,3,1,32.368090452261306,1,2,23.45,2,11,4,0,5.8625,0,0
0,1,1,37.0,1,0,53.1,2,11,2,0,26.55,0,3
1,3,1,18.0,0,0,8.05,2,11,1,1,8.05,1,1
0,1,1,29.0,0,0,30.0,2,11,1,1,30.0,3,0
0,3,1,32.368090452261306,0,0,56.4958,2,11,1,1,56.4958,0,3
1,2,0,36.0,0,0,13.0,2,12,1,1,13.0,0,2
0,2,1,23.0,0,0,13.0,2,11,1,1,13.0,3,2
1,1,1,0.92,1,2,151.55,2,7,4,0,37.8875,1,4
1,3,1,1.0,1,2,20.575,2,7,4,0,5.14375,1,0
1,1,0,54.0,1,0,59.4,0,12,2,0,29.7,2,3
0,3,1,32.368090452261306,0,0,7.2292,0,11,1,1,7.2292,0,1
1,2,0,2.0,1,1,26.0,2,8,3,0,8.666666666666666,1,0
0,3,1,18.0,1,0,6.4958,2,11,2,0,3.2479,1,1
1,3,0,16.0,0,0,7.75,1,8,1,1,7.75,1,1
0,3,1,26.0,2,0,8.6625,2,11,3,0,2.8874999999999997,3,1
1,3,1,32.368090452261306,0,0,8.1125,2,11,1,1,8.1125,0,1
1,1,0,38.0,0,0,80.0,2,8,1,1,80.0,0,3
1,2,0,19.0,0,0,26.0,2,8,1,1,26.0,3,0
1,1,1,28.0,0,0,35.5,2,11,1,1,35.5,3,3
0,3,0,18.0,0,0,7.775,2,8,1,1,7.775,1,1
0,3,1,32.368090452261306,0,0,7.8958,2,11,1,1,7.8958,0,1
1,2,1,1.0,2,1,39.0,2,7,4,0,9.75,1,3
1,3,1,3.0,4,2,31.3875,2,7,7,0,4.483928571428572,1,3
1,3,0,27.0,0,0,7.925,2,8,1,1,7.925,3,1
0,3,1,21.0,0,0,7.775,2,11,1,1,7.775,3,1
0,1,1,46.0,1,0,61.175,2,11,2,0,30.5875,0,3
0,1,1,32.368090452261306,0,0,0.0,2,11,1,1,0.0,0,4
0,3,1,35.0,0,0,8.05,2,11,1,1,8.05,0,1
1,1,0,15.0,0,1,211.3375,2,8,2,0,105.66875,1,4
1,2,0,34.0,0,1,23.0,2,12,2,0,11.5,0,0
1,3,0,35.898148148148145,0,0,7.2292,0,12,1,1,7.2292,0,1
0,2,1,34.0,0,0,13.0,2,11,1,1,13.0,0,2
0,3,1,42.0,0,0,7.55,2,11,1,1,7.55,0,1
1,1,0,35.898148148148145,1,0,146.5208,0,12,2,0,73.2604,0,4
0,1,1,37.0,0,1,29.7,0,11,2,0,14.85,0,0
1,3,1,44.0,0,0,7.925,2,11,1,1,7.925,0,1
0,2,1,27.0,0,0,26.0,2,11,1,1,26.0,3,0
1,3,1,26.0,0,0,18.7875,0,11,1,1,18.7875,3,2
1,3,0,35.0,1,1,20.25,2,12,3,0,6.75,0,0
1,3,1,9.0,1,1,15.9,2,7,3,0,5.3,1,2
1,2,0,24.0,1,0,26.0,2,12,2,0,13.0,3,0
0,3,1,32.368090452261306,0,0,7.75,1,11,1,1,7.75,0,1
0,2,1,39.0,0,0,26.0,2,11,1,1,26.0,0,0
1,2,1,19.0,0,0,10.5,2,11,1,1,10.5,3,2
0,3,1,32.368090452261306,0,0,14.5,2,11,1,1,14.5,0,2
0,3,1,19.0,0,0,7.8958,2,11,1,1,7.8958,3,1
0,3,1,19.0,0,0,8.05,2,11,1,1,8.05,3,1
0,2,1,28.0,0,0,13.0,2,11,1,1,13.0,3,2
0,3,0,21.773972602739725,1,2,23.45,2,8,4,0,5.8625,3,0
0,3,0,43.0,1,6,46.9,2,12,8,0,5.8625,0,3
0,3,1,30.0,0,0,7.2292,0,11,1,1,7.2292,3,1
1,1,0,58.0,0,0,26.55,2,8,1,1,26.55,2,0
1,3,0,27.0,0,2,11.1333,2,12,3,0,3.7111,3,2
0,3,1,33.0,0,0,8.6542,2,11,1,1,8.6542,0,1
0,1,1,62.0,0,0,26.55,2,11,1,1,26.55,2,0
1,3,1,19.0,0,0,8.05,2,11,1,1,8.05,3,1
1,3,1,20.0,1,0,7.925,2,11,2,0,3.9625,3,1
0,1,1,22.0,0,0,135.6333,0,11,1,1,135.6333,3,4
0,3,1,27.0,1,0,14.4542,0,11,2,0,7.2271,3,2
0,3,1,22.0,0,0,7.8958,2,11,1,1,7.8958,3,1
1,1,0,24.0,3,2,263.0,2,8,6,0,43.833333333333336,3,4
0,1,1,38.0,0,0,0.0,2,4,1,1,0.0,0,4
1,1,0,35.0,0,0,135.6333,2,8,1,1,135.6333,0,4
1,1,0,53.0,2,0,51.4792,2,12,3,0,17.15973333333333,2,3
1,2,0,25.0,1,1,30.0,2,8,3,0,10.0,3,0
1,2,0,25.0,0,1,26.0,2,12,2,0,13.0,3,0
1,1,0,60.0,1,0,75.25,0,12,2,0,37.625,2,3
0,3,1,30.0,0,0,7.8958,2,11,1,1,7.8958,3,1
0,3,1,14.0,4,1,39.6875,2,11,6,0,6.614583333333333,1,3
0,2,1,30.0,0,0,13.0,2,11,1,1,13.0,3,2
1,3,0,15.0,0,0,7.225,0,8,1,1,7.225,1,1
0,3,1,32.0,0,0,8.3625,2,11,1,1,8.3625,0,1
1,1,1,11.0,1,2,120.0,2,7,4,0,30.0,1,4
1,3,0,21.773972602739725,0,0,7.8792,1,8,1,1,7.8792,3,1
1,3,1,45.0,0,0,8.05,2,11,1,1,8.05,0,1
0,2,1,26.0,0,0,10.5,2,11,1,1,10.5,3,2
0,3,0,8.0,3,1,21.075,2,8,5,0,4.215,1,0
0,3,1,32.368090452261306,1,0,19.9667,2,11,2,0,9.98335,0,2
0,3,1,32.368090452261306,0,0,7.225,0,11,1,1,7.225,0,1
1,1,1,27.0,0,0,76.7292,0,11,1,1,76.7292,3,3
1,1,0,22.0,0,0,151.55,2,8,1,1,151.55,3,4
0,3,1,32.368090452261306,2,0,21.6792,0,11,3,0,7.226400000000001,0,0
0,3,1,25.0,1,0,17.8,2,11,2,0,8.9,3,2
0,3,1,8.0,4,1,29.125,1,7,6,0,4.854166666666667,1,0
0,3,1,32.368090452261306,0,0,6.95,1,11,1,1,6.95,0,1
0,3,1,32.0,0,0,7.925,2,11,1,1,7.925,0,1
0,3,1,28.0,0,0,9.5,2,11,1,1,9.5,3,1
0,2,1,47.0,0,0,15.0,2,11,1,1,15.0,0,2
1,3,0,21.773972602739725,0,0,7.7375,1,8,1,1,7.7375,3,1
0,3,1,32.368090452261306,0,0,14.5,2,11,1,1,14.5,0,2
1,1,0,35.898148148148145,1,0,51.8625,2,12,2,0,25.93125,0,3
0,2,1,34.0,1,0,26.0,2,11,2,0,13.0,0,0
1,1,1,48.0,1,0,76.7292,0,11,2,0,38.3646,0,3
1,2,1,8.0,1,1,36.75,2,7,3,0,12.25,1,3
0,3,1,32.368090452261306,8,2,69.55,2,11,11,0,6.322727272727272,0,3
1,2,0,45.0,1,1,26.25,2,12,3,0,8.75,0,0
0,3,0,17.0,0,0,14.4583,0,8,1,1,14.4583,1,2
0,2,1,34.0,1,0,21.0,2,11,2,0,10.5,0,0
1,3,1,20.0,0,0,7.2292,0,11,1,1,7.2292,3,1
1,3,1,32.368090452261306,0,0,7.75,1,11,1,1,7.75,0,1
0,3,1,30.0,0,0,7.25,2,11,1,1,7.25,3,1
0,2,1,54.0,0,0,14.0,2,3,1,1,14.0,2,2
0,3,1,30.0,0,0,7.225,0,11,1,1,7.225,3,1
1,3,1,31.0,0,0,7.925,2,11,1,1,7.925,0,1
0,3,1,25.0,0,0,7.7417,1,11,1,1,7.7417,3,1
1,3,1,32.368090452261306,0,0,56.4958,2,11,1,1,56.4958,0,3
0,2,1,48.0,0,0,13.0,2,11,1,1,13.0,0,2
0,3,1,28.0,0,0,7.8542,2,11,1,1,7.8542,3,1
0,3,1,22.0,0,0,9.0,2,11,1,1,9.0,3,1
1,1,1,37.0,1,1,52.5542,2,11,3,0,17.518066666666666,0,3
1,1,1,32.0,0,0,30.5,0,3,1,1,30.5,0,3
0,3,0,25.0,1,0,7.925,2,8,2,0,3.9625,3,1
0,1,1,65.0,0,1,61.9792,0,11,2,0,30.9896,2,3
1,1,0,49.0,0,0,25.9292,2,3,1,1,25.9292,0,0
0,1,1,36.0,0,0,40.125,0,11,1,1,40.125,0,3
0,3,1,24.5,0,0,8.05,2,11,1,1,8.05,3,1
1,3,0,26.0,0,0,7.925,2,8,1,1,7.925,3,1
0,3,0,35.898148148148145,0,0,8.05,2,12,1,1,8.05,0,1
1,2,0,14.0,1,0,30.0708,0,12,2,0,15.0354,1,3
0,1,1,36.0,1,0,78.85,2,11,2,0,39.425,0,3
1,2,0,50.0,0,1,26.0,2,12,2,0,13.0,0,0
1,3,1,32.368090452261306,0,0,7.2292,0,11,1,1,7.2292,0,1
0,3,1,18.0,0,0,7.775,2,11,1,1,7.775,1,1
0,2,1,32.368090452261306,0,0,0.0,2,11,1,1,0.0,0,4
0,3,1,21.0,0,0,16.1,2,11,1,1,16.1,3,2
1,3,0,1.0,1,1,11.1333,2,8,3,0,3.7111,1,2
1,1,0,31.0,1,0,113.275,0,8,2,0,56.6375,0,4
0,3,1,32.368090452261306,0,0,7.8958,2,11,1,1,7.8958,0,1
1,1,1,50.0,2,0,133.65,2,3,3,0,44.550000000000004,0,4
1,1,1,25.0,1,0,91.0792,0,11,2,0,45.5396,3,3
0,2,0,38.0,0,0,13.0,2,8,1,1,13.0,0,2
0,2,1,32.5,1,0,30.0708,0,11,2,0,15.0354,0,3
0,3,0,21.773972602739725,0,0,8.1375,1,8,1,1,8.1375,3,1
0,3,1,42.0,0,0,7.65,2,11,1,1,7.65,0,1
0,1,1,60.0,0,0,26.55,2,1,1,1,26.55,2,0
0,3,1,32.368090452261306,0,0,7.8958,2,11,1,1,7.8958,0,1
1,1,1,36.0,0,0,26.3875,2,11,1,1,26.3875,0,0
1,3,0,15.0,0,0,8.0292,1,8,1,1,8.0292,1,1
0,3,0,41.0,0,5,39.6875,2,12,6,0,6.614583333333333,0,3
0,3,1,32.368090452261306,0,0,7.75,1,11,1,1,7.75,0,1
0,3,1,28.0,2,0,7.925,2,11,3,0,2.6416666666666666,3,1
1,2,0,27.0,1,0,13.8583,0,8,2,0,6.92915,3,2
0,3,1,7.0,4,1,39.6875,2,7,6,0,6.614583333333333,1,3
1,1,0,35.0,1,0,90.0,2,12,2,0,45.0,0,3
1,3,0,0.75,2,1,19.2583,0,8,4,0,4.814575,1,2
0,3,1,38.0,0,0,8.6625,2,11,1,1,8.6625,0,1
1,3,1,25.0,0,0,0.0,2,11,1,1,0.0,3,4
1,2,0,34.0,1,1,32.5,2,12,3,0,10.833333333333334,0,3
0,2,1,66.0,0,0,10.5,2,11,1,1,10.5,2,2
0,3,1,32.368090452261306,1,0,19.9667,2,11,2,0,9.98335,0,2
0,3,1,32.368090452261306,0,0,7.7333,1,11,1,1,7.7333,0,1
1,1,1,25.0,1,0,55.4417,0,11,2,0,27.72085,3,3
1,3,0,35.898148148148145,0,0,7.225,0,12,1,1,7.225,0,1
1,3,1,32.0,0,0,56.4958,2,11,1,1,56.4958,0,3
0,1,0,50.0,0,0,28.7125,0,8,1,1,28.7125,0,0
0,3,1,24.0,1,0,16.1,2,11,2,0,8.05,3,2
1,2,0,18.0,0,1,23.0,2,8,2,0,11.5,1,0
0,3,1,41.0,0,0,7.125,2,11,1,1,7.125,0,1
1,3,0,1.0,0,2,15.7417,0,8,3,0,5.247233333333333,1,2
1,1,0,30.0,0,0,56.9292,0,8,1,1,56.9292,3,3
0,3,1,20.0,0,0,7.05,2,11,1,1,7.05,3,1
0,3,1,36.0,0,0,7.4958,2,11,1,1,7.4958,0,1
0,3,1,32.368090452261306,0,0,7.225,0,11,1,1,7.225,0,1
0,2,1,23.0,0,0,13.0,2,11,1,1,13.0,3,2
0,3,1,32.368090452261306,0,0,7.8292,1,11,1,1,7.8292,0,1
0,3,1,11.0,0,0,18.7875,0,11,1,1,18.7875,1,2
1,2,0,42.0,1,0,26.0,2,12,2,0,13.0,0,0
1,1,1,32.368090452261306,0,0,26.55,2,11,1,1,26.55,0,0
1,1,1,36.0,0,0,26.2875,2,11,1,1,26.2875,0,0
0,3,1,2.0,4,1,39.6875,2,7,6,0,6.614583333333333,1,3
0,3,1,16.0,0,0,7.775,2,11,1,1,7.775,1,1
1,1,0,35.0,1,0,83.475,2,12,2,0,41.7375,0,3
1,1,1,28.0,0,0,26.55,2,11,1,1,26.55,3,0
1,3,0,15.0,1,0,14.4542,0,12,2,0,7.2271,1,2
0,1,1,45.0,0,0,35.5,2,11,1,1,35.5,0,3
0,3,1,31.0,0,0,7.75,1,11,1,1,7.75,0,1
1,3,0,29.0,0,2,15.2458,0,12,3,0,5.081933333333333,3,2
1,2,0,22.0,1,1,29.0,2,12,3,0,9.666666666666666,3,0
0,3,0,24.0,0,0,8.85,2,8,1,1,8.85,3,1
0,3,1,24.0,0,0,7.8958,2,11,1,1,7.8958,3,1
0,1,1,71.0,0,0,49.5042,0,11,1,1,49.5042,2,3
0,1,1,19.0,1,0,53.1,2,11,2,0,26.55,3,3
1,3,0,26.0,0,0,7.8542,2,8,1,1,7.8542,3,1
0,1,1,44.0,2,0,90.0,1,3,3,0,30.0,0,3
0,3,1,22.0,0,0,7.25,2,11,1,1,7.25,3,1
0,3,1,32.368090452261306,0,0,7.8958,2,11,1,1,7.8958,0,1
1,1,1,27.0,0,0,30.5,2,11,1,1,30.5,3,3
0,3,1,33.0,1,1,20.525,2,11,3,0,6.841666666666666,0,0
0,1,1,32.368090452261306,0,0,27.7208,0,11,1,1,27.7208,0,0
0,1,1,28.0,1,0,82.1708,0,11,2,0,41.0854,3,3
0,2,1,23.0,0,0,13.0,2,11,1,1,13.0,3,2
1,2,1,62.0,0,0,10.5,2,11,1,1,10.5,2,2
0,3,1,43.0,0,0,6.45,2,11,1,1,6.45,0,1
0,3,1,27.0,0,0,7.8958,2,11,1,1,7.8958,3,1
0,3,1,40.5,0,0,7.75,1,11,1,1,7.75,0,1
1,3,0,21.773972602739725,0,0,7.7875,1,8,1,1,7.7875,3,1
0,2,1,32.368090452261306,0,0,15.05,0,11,1,1,15.05,0,2
0,3,1,30.0,1,0,16.1,2,11,2,0,8.05,3,2
0,3,1,39.0,0,0,24.15,2,11,1,1,24.15,0,0
0,3,1,22.0,0,0,7.125,2,11,1,1,7.125,3,1
0,3,1,32.368090452261306,0,0,14.4583,0,11,1,1,14.4583,0,2
1,3,0,5.0,0,0,12.475,2,8,1,1,12.475,1,2
0,3,1,19.0,0,0,7.775,2,11,1,1,7.775,3,1
0,3,1,32.368090452261306,0,0,7.75,1,11,1,1,7.75,0,1
1,2,0,24.0,0,0,13.0,2,8,1,1,13.0,3,2
1,2,0,30.0,0,0,13.0,2,8,1,1,13.0,3,2
0,3,1,25.0,0,0,7.225,0,11,1,1,7.225,3,1
0,1,0,25.0,1,2,151.55,2,12,4,0,37.8875,3,4
0,3,1,22.0,0,0,7.2292,0,11,1,1,7.2292,3,1
1,3,0,35.898148148148145,0,2,22.3583,0,12,3,0,7.452766666666666,0,0
0,3,1,32.368090452261306,0,0,7.8958,2,11,1,1,7.8958,0,1
0,3,0,20.0,1,0,9.825,2,8,2,0,4.9125,3,1
0,3,1,26.0,1,0,14.4542,0,11,2,0,7.2271,3,2
1,2,0,29.0,1,0,26.0,2,12,2,0,13.0,3,0
0,3,0,14.5,1,0,14.4542,0,8,2,0,7.2271,1,2
0,3,1,4.0,4,2,31.275,2,7,7,0,4.4678571428571425,1,3
1,1,0,33.0,0,0,86.5,2,16,1,1,86.5,0,3
1,1,0,17.0,1,0,57.0,2,12,2,0,28.5,1,3
1,1,0,36.0,0,0,135.6333,0,8,1,1,135.6333,0,4
1,2,0,28.0,0,0,13.0,2,8,1,1,13.0,3,2
1,1,0,39.0,1,1,110.8833,0,12,3,0,36.9611,0,4
1,2,0,8.0,0,2,26.25,2,8,3,0,8.75,1,0
0,3,1,24.0,0,0,8.05,2,11,1,1,8.05,3,1
0,1,1,32.368090452261306,0,0,35.0,2,11,1,1,35.0,0,3
0,3,0,9.0,4,2,31.275,2,8,7,0,4.4678571428571425,1,3
0,3,0,11.0,4,2,31.275,2,8,7,0,4.4678571428571425,1,3
0,1,1,45.0,0,0,26.55,2,6,1,1,26.55,0,0
1,1,0,62.0,0,0,80.0,2,12,1,1,80.0,2,3
0,3,1,16.0,4,1,39.6875,2,11,6,0,6.614583333333333,1,3
1,1,1,40.0,0,0,31.0,0,11,1,1,31.0,0,3
1,1,0,40.0,0,0,153.4625,2,8,1,1,153.4625,0,4
0,3,1,59.0,0,0,7.25,2,11,1,1,7.25,2,1
0,2,1,36.0,0,0,13.0,2,11,1,1,13.0,0,2
0,3,0,31.0,0,0,7.8542,2,8,1,1,7.8542,0,1
0,3,1,26.0,0,0,8.05,2,11,1,1,8.05,3,1
1,3,1,30.0,0,0,9.5,2,11,1,1,9.5,3,1
1,3,1,0.42,0,1,8.5167,0,7,2,0,4.25835,1,1
1,2,0,17.0,0,0,12.0,0,8,1,1,12.0,1,2
1,1,0,43.0,0,1,211.3375,2,12,2,0,105.66875,0,4
0,3,1,20.0,0,0,9.8458,2,11,1,1,9.8458,3,1
1,1,1,35.0,0,0,26.55,0,11,1,1,26.55,0,0
0,3,1,21.0,0,0,8.05,2,11,1,1,8.05,3,1
0,2,1,31.0,1,1,26.25,2,11,3,0,8.75,0,0
0,3,0,21.773972602739725,0,2,7.75,1,8,3,0,2.5833333333333335,3,1
0,3,1,20.0,0,0,4.0125,0,11,1,1,4.0125,3,1
0,3,0,18.0,0,1,14.4542,0,8,2,0,7.2271,1,2
0,3,1,32.368090452261306,0,0,7.75,1,11,1,1,7.75,0,1
1,1,0,24.0,0,0,49.5042,0,9,1,1,49.5042,3,3
1,3,1,27.0,0,0,6.975,2,11,1,1,6.975,3,1
1,1,1,27.0,1,0,53.1,2,11,2,0,26.55,3,3
1,1,1,38.0,1,0,90.0,2,11,2,0,45.0,0,3
0,3,1,65.0,0,0,7.75,1,11,1,1,7.75,2,1
0,3,1,25.0,0,0,7.05,2,11,1,1,7.05,3,1
0,1,1,58.0,0,0,29.7,0,11,1,1,29.7,2,0
0,2,1,27.0,0,0,13.0,2,11,1,1,13.0,3,2
0,3,1,19.0,0,0,10.1708,2,11,1,1,10.1708,3,2
1,2,0,50.0,0,0,10.5,2,8,1,1,10.5,0,2
1,1,1,4.0,0,2,81.8583,2,7,3,0,27.2861,1,3
1,3,0,18.0,0,0,7.4958,2,8,1,1,7.4958,1,1
0,2,1,23.0,0,0,15.0458,0,11,1,1,15.0458,3,2
0,1,1,31.0,1,0,52.0,2,11,2,0,26.0,0,3
0,3,1,35.0,0,0,7.8958,0,11,1,1,7.8958,0,1
0,3,1,26.0,0,0,7.8958,2,11,1,1,7.8958,3,1
0,3,1,15.0,1,1,7.2292,0,11,3,0,2.409733333333333,1,1
1,3,1,12.0,1,0,11.2417,0,7,2,0,5.62085,1,2
1,3,0,18.0,0,1,9.35,2,12,2,0,4.675,1,1
1,3,0,21.773972602739725,1,1,22.3583,0,8,3,0,7.452766666666666,3,0
0,3,1,44.0,0,0,8.05,2,11,1,1,8.05,0,1
1,3,1,32.0,0,0,8.05,2,11,1,1,8.05,0,1
0,3,1,33.0,0,0,7.8958,2,11,1,1,7.8958,0,1
1,2,0,33.0,1,2,27.75,2,12,4,0,6.9375,0,0
1,3,1,29.0,0,0,7.75,1,11,1,1,7.75,3,1
1,3,0,63.0,0,0,9.5875,2,12,1,1,9.5875,2,1
1,2,0,3.0,1,2,41.5792,0,8,4,0,10.3948,1,3
0,3,1,51.0,0,0,8.05,2,11,1,1,8.05,2,1
0,2,1,54.0,1,0,26.0,2,14,2,0,13.0,2,0
0,3,0,3.0,3,1,21.075,2,8,5,0,4.215,1,0
1,2,1,3.0,1,1,26.0,2,7,3,0,8.666666666666666,1,0
1,2,1,42.0,0,0,13.0,2,11,1,1,13.0,0,2
0,3,0,22.0,0,0,9.8375,2,8,1,1,9.8375,3,1
0,3,1,20.0,0,0,9.225,2,11,1,1,9.225,3,1
0,3,1,24.0,2,0,24.15,2,11,3,0,8.049999999999999,3,0
0,3,1,28.0,0,0,56.4958,2,11,1,1,56.4958,3,3
0,3,1,35.0,0,0,8.05,2,11,1,1,8.05,0,1
0,3,1,32.368090452261306,0,0,7.2292,0,11,1,1,7.2292,0,1
0,3,1,32.368090452261306,0,0,7.25,2,11,1,1,7.25,0,1
0,3,1,39.0,1,5,31.275,2,11,7,0,4.4678571428571425,0,3
0,1,1,46.0,0,0,79.2,0,11,1,1,79.2,0,3
0,3,1,21.0,0,0,7.8,2,11,1,1,7.8,3,1
0,1,1,61.0,0,0,32.3208,2,11,1,1,32.3208,2,3
0,2,1,18.0,0,0,11.5,2,11,1,1,11.5,1,2
